Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
PrY3Ag2,16.873,15.9233,-0.9497
Re3AsRh,37.5426,36.9104,-0.6322
Na(IO2)2,26.1346,21.2456,-4.8889
Sb2PbSe,47.8437,41.243,-6.6008
Sr2PRh2,19.68,16.4284,-3.2516
OsRhAu,46.9073,44.1844,-2.7229
Pu3HgN,43.7552,44.0433,0.2881
Pu2GaN,28.0597,31.6192,3.5595
Mo(RhBr)2,23.2842,18.4304,-4.8537
CdCu2SbSe4,33.5509,28.3052,-5.2456
Be2PbI6,26.3443,27.1683,0.824
Ac8NiPt3Se4,60.0894,53.4941,-6.5953
CdCu2SbSe,25.6796,22.2428,-3.4367
Be2HgI6,21.0355,22.2332,1.1977
Y3(Tm2Mg)2,20.1477,20.396,0.2483
Y(ZrRh)2,53.0602,43.6641,-9.3962
Sm2ThPd2,24.2394,27.9604,3.721
Ta4TiOs,32.1033,36.7284,4.6251
CrSiMo2,13.8174,15.1191,1.3017
Be6Co2Ni,12.9758,10.1123,-2.8636
Hf2TaBe6,43.4652,31.6504,-11.8148
Be2SnAu6,35.1976,34.7352,-0.4624
SrLa2Pm,35.4774,28.7203,-6.7571
Sc(Be3Nb)2,35.4124,29.3881,-6.0243
Ta(Be3Nb)2,42.9631,35.3587,-7.6045
Sm3Si7Ru2,19.1367,14.6875,-4.4492
Be6Fe2Si,18.5503,12.6289,-5.9214
Sm(TmPd)2,18.1188,22.0254,3.9066
BaNaZn2Ir,19.8575,16.8938,-2.9637
TaTiW4,32.4776,38.1156,5.638
CdMoBr2,15.0909,16.6115,1.5206
CrB2Ru,0.0,3.1889,3.1889
Hf(ZrBe3)2,37.6543,31.0878,-6.5665
CeTh,45.9231,49.229,3.3059
MoAsBr,12.6632,14.3739,1.7106
Be(AgAu3)2,38.7799,37.9845,-0.7953
Be(Al3Cr)2,9.5381,7.8991,-1.639
Hf3BeI,99.0181,73.365,-25.6531
TmVN2,30.4624,26.9616,-3.5008
HfCrFe,56.7259,38.8393,-17.8866
Ba2YHoS4,44.0226,34.553,-9.4696
Cs(MgGe)2,7.0707,9.3642,2.2936
YHo2ThS4,43.5397,37.4261,-6.1136
PaVSb,80.2598,69.302,-10.9579
TiTe4Pt,43.3975,38.5501,-4.8473
Tb(PdPt)2,41.7827,33.9984,-7.7843
TiTcW4,41.7738,44.5534,2.7795
AcPd2Pt,40.7913,37.2111,-3.5802
CaAc2SnPt6,69.0147,53.0548,-15.9599
Tl2AgMo,34.3059,34.2024,-0.1035
MgPaBi2N,42.7225,42.5944,-0.128
Cs2SnPd2,22.9949,22.2823,-0.7125
LiIr,22.1628,25.1252,2.9624
Pa(SnPd)2,27.0789,25.8106,-1.2683
LaMoBr2,17.5325,15.6674,-1.8651
Na6SrLi2,18.0532,14.6977,-3.3555
Tb2Pd2Au,20.8482,24.5343,3.6861
Lu2CdPb,34.4364,36.6285,2.1921
Be(PbI3)2,30.788,31.9077,1.1197
Ag2MoAs,22.7717,20.2779,-2.4938
AcCeSnPt,49.2715,44.5396,-4.7319
MoAsBr2,12.2346,13.8511,1.6164
Sr(HoS2)2,34.4286,19.4273,-15.0013
BaPr2Br6,1.6382,1.6122,-0.0259
AgMoAs2,16.9024,16.711,-0.1914
TiVPt4,81.3211,59.3184,-22.0027
LuScMnFe,55.6308,48.6654,-6.9653
YAlZn2Ag5,27.7751,21.0726,-6.7026
Ru2W,39.7919,35.2613,-4.5306
LiThInI6,21.0006,22.9441,1.9435
CsRbNb2,75.4229,62.371,-13.0519
CrSiOs2,27.0389,28.7992,1.7604
RbTl(ZnIn2)2,18.4532,19.18,0.7267
ScH8Pd3Ru2,7.585,8.4372,0.8522
Th2TePd2,34.5099,38.3597,3.8498
LiAlTc2,50.1684,41.5469,-8.6215
SiAs2,20.9754,17.8874,-3.0879
YZrRh2,51.9918,42.017,-9.9747
Li2AlTc2,35.2654,29.6772,-5.5882
SmY2Ho4Sc,23.7002,23.6069,-0.0933
K3(CuI2)2,12.2078,12.5652,0.3574
LiCeHo,14.5693,17.9349,3.3656
Ca2AlSi2,16.3695,12.5755,-3.794
Cd2Ag2Pd,23.6088,21.4208,-2.1879
CaAl2Si,16.7756,14.2342,-2.5415
NaCa(AlSi)2,24.2601,18.9391,-5.321
Hf2RhI,83.3574,59.7195,-23.6378
Sc(CdPb)2,26.7398,28.7486,2.0088
Y(CuGe)2,14.4076,13.0305,-1.3771
La3AsPb,42.8683,33.1954,-9.6729
MoBrF3,11.9281,11.7782,-0.1499
CsNd(SO4)2,12.9771,11.5692,-1.4079
HgMoBr2,6.5561,8.0174,1.4613
La2Y3Os2,34.2104,30.1158,-4.0947
Ti4HgMo,5.874,9.0809,3.2068
Re2Rh,43.1332,42.5382,-0.595
AlCuSi,8.85,15.2331,6.3831
Sr2Tl2As,28.5726,27.0413,-1.5313
Rb2Ca2W,10.8635,9.4814,-1.3821
NiSbPb3,46.6805,42.8168,-3.8637
GaTcBi2,53.4003,50.6874,-2.713
ZrTiNb4,113.0438,92.9242,-20.1196
RbTlZn3,15.4292,15.6947,0.2654
Rb2TlZn,15.6023,15.7586,0.1563
Li2TaP,15.7273,14.8693,-0.858
Tl2PdAu2,39.4325,41.3192,1.8867
TmSc2PaBi4,40.2973,42.4798,2.1825
CdBi3N,38.6121,38.9411,0.329
Ba2Te2Br,13.6186,14.6263,1.0077
CrSiPb2,33.1155,31.8493,-1.2662
LaZrBr,53.8802,42.8236,-11.0566
Cd2TcTe,43.7949,39.2925,-4.5024
Be3Ir,5.3198,10.0023,4.6825
Ca2InAsI,12.7382,13.3682,0.63
TiTc2N,38.1486,35.9974,-2.1511
AlMoPt2,46.8824,33.936,-12.9465
Ba2TeBr,11.7999,14.3035,2.5036
HfTi4Tl,35.819,31.0895,-4.7295
CuSbAs2,18.3713,17.2616,-1.1098
LiRe2Ir,31.4081,35.062,3.6539
YHo2Er4Sc,25.2895,26.1382,0.8487
LiTaRh,21.7693,23.2304,1.4611
KTcSe,52.3814,43.2776,-9.1038
Ac2CdCu4Ge3,19.8854,21.3799,1.4945
Y2ZrRh,43.4474,37.415,-6.0324
YCoTe2I,41.1533,35.6397,-5.5136
Sb3MoRu,35.5604,28.9376,-6.6229
Pr2GdBi,18.1645,20.2354,2.071
Ac2PdI2,37.4252,39.3751,1.9499
TlAsPb2,38.2745,40.367,2.0925
GdBiAu,43.1513,45.5891,2.4377
BaTcN3,10.9873,10.3141,-0.6731
TlCr3Sb,25.8339,22.7098,-3.1241
LaTaMo2,30.0604,29.4011,-0.6593
LaTaMo2,30.0578,29.4011,-0.6567
CsLiGe2,7.9389,9.3717,1.4328
EuZnTeO,25.9916,22.5138,-3.4778
BaSr2PtO5,11.4571,9.8142,-1.6429
Ta4TiNb,48.9519,49.0511,0.0991
Ti4TcPd,21.3877,21.9068,0.5191
Nb2AsN,64.6606,55.311,-9.3496
Th2PdPt2,57.1605,50.4647,-6.6957
LaTa2Mo,35.4021,35.3761,-0.026
TiPd4Au,18.6034,17.94,-0.6634
TiNb4Sb,102.635,85.3897,-17.2453
Be7Pt,11.0474,9.5147,-1.5327
Sm4P3,14.5024,18.8066,4.3042
Be7Re,5.0253,7.5021,2.4768
VAgI4,38.7078,34.1133,-4.5944
Y2ZrRh,43.552,37.415,-6.137
Tb2PdPt2,29.8005,23.8686,-5.9319
Sn2PdPt2,49.6147,37.5971,-12.0176
Cd(BiTe)2,42.716,42.1415,-0.5745
Sr2BeAu6,36.0992,35.6015,-0.4977
U6Si,62.2556,62.7814,0.5258
CrReSi,21.421,22.582,1.161
Re2OsPb,44.6039,48.4789,3.875
CrReSi,21.6518,22.582,0.9302
Hf2CrTc,97.0831,72.6145,-24.4687
HfCr3Tc,53.7089,40.8433,-12.8656
Re2OsPb,44.1968,48.4789,4.2821
Ac2Zn4Pt3Pb,47.4281,40.0578,-7.3703
Cs(HgPd)2,9.2326,10.955,1.7224
AcTl4Pb,53.2105,54.4899,1.2794
Yb4P2O,24.3641,24.0721,-0.292
BaSr2Pt,29.0205,23.544,-5.4765
K2PdI4,18.1815,18.5009,0.3193
Tm4HgPb,29.0812,31.2187,2.1375
BaSc3Ag,9.5572,9.2783,-0.279
AcCeEu2,36.6665,38.4248,1.7583
CrRe2Si,26.1666,27.7515,1.5849
AcCeEu,39.3641,41.6352,2.2711
LaTcS2N,52.6182,39.1228,-13.4954
BaNi2,0.0,0.0,0.0
Y5(HoSc)2,12.2688,12.3661,0.0973
YScHgAu,25.103,23.6404,-1.4626
Ru3AuBr,27.4547,26.1921,-1.2627
Zn2Sn2Pb,19.2966,21.0815,1.7848
PuVI4,48.0824,44.5612,-3.5212
CsRb2Ba,7.1281,7.0868,-0.0413
ZnFeSe2,28.1156,23.4556,-4.66
Tm4IrPb,30.2368,33.9041,3.6673
Tm4IrPt,41.7538,39.1347,-2.6191
RbGaSi,5.2579,5.176,-0.082
CrRe2Si,26.25,27.7515,1.5015
Ac6CoIrPt2,61.2679,56.6148,-4.6531
AcPrPt2,52.1851,41.0977,-11.0874
Sr2AlSiPb,29.028,25.6243,-3.4037
Ac6Co(PtI)2,55.3521,51.0225,-4.3296
BeNi3,4.5004,7.7971,3.2966
NaGd2O,19.904,20.411,0.507
Rb3PI6,16.6448,15.4489,-1.196
CrSiRu,17.7012,15.0098,-2.6915
ZnFeSe2,28.1363,23.4556,-4.6807
CrSiRu,17.7928,15.0098,-2.783
Y2C,34.2561,31.2985,-2.9577
Ru2WSe,49.5567,33.5987,-15.958
Ru2WSe,49.4376,33.5987,-15.8388
Ta2NiSe,31.9744,33.2703,1.2959
TbNi2Au,21.1974,23.6392,2.4418
PmSbC,37.0076,30.2358,-6.7718
SrCrSi,28.1025,19.2958,-8.8067
Ac2PtPb,67.1329,62.3974,-4.7355
YHo(PaAs2)2,25.8556,28.9104,3.0547
Y3CS,31.0762,25.4118,-5.6644
Ac3PtPb,66.5755,62.202,-4.3735
AlVF2,46.6336,36.1853,-10.4483
Li2Si2P,12.7552,9.7321,-3.0231
Hf(BeRu)2,27.9288,24.0788,-3.85
Cs2Tl2Pd,33.49,34.6737,1.1838
Ac3PtPb2,59.2358,57.5965,-1.6393
Ta3AlN,12.0531,19.9753,7.9222
NpCrN3,19.9963,20.1582,0.1619
Ac2InPt6Pb,73.7308,57.8189,-15.912
AcCdPt3Pb,62.2086,50.7801,-11.4285
Ac3IrPtPb,56.7627,54.9025,-1.8602
Pm2Hg2Au,18.7797,20.9212,2.1414
USbAuN,32.2389,34.9566,2.7177
YC3,59.7226,42.0752,-17.6474
Sr6IrBr2,16.2317,14.4439,-1.7877
Sr2GaSi,23.3191,18.281,-5.0381
Pr2NdPd2,3.9455,7.7183,3.7728
NdY(GaRu)2,17.9036,16.8489,-1.0546
YC,39.7723,10.4134,-29.3589
TaNiSe2,34.6793,34.1278,-0.5514
Ba2ZnSb,10.1129,10.3862,0.2734
TmPuAu4,48.0088,49.7959,1.787
Tm4TlRe,29.7384,34.322,4.5836
TmPaAu4,47.2594,49.4694,2.21
K2CdHg4,5.9072,5.8725,-0.0347
CrSiRu,17.5895,15.0098,-2.5797
Rb2AgTe2,20.6188,18.6035,-2.0154
Ba2Zn2Sb,11.7558,11.0351,-0.7208
Rb2Ag2Te,19.0484,16.0162,-3.0322
TmThHg4,15.6685,17.4057,1.7373
YC,0.0,10.4134,10.4134
BaZn2Sb,14.7457,13.4882,-1.2574
V4CrAu,87.3715,70.9413,-16.4302
In4Ru2Au,22.8128,24.5534,1.7406
KZr2W,62.5933,55.4736,-7.1196
GaSiTe2,27.0648,25.6079,-1.4569
AcLuPt2,68.1152,56.1932,-11.9219
LuAlSn,9.9049,14.9057,5.0008
Li2Re,13.8303,16.6598,2.8296
YC,48.3982,10.4134,-37.9848
NaYO2,19.1902,17.6098,-1.5803
SiGe2Ru,10.4404,10.2977,-0.1427
TlIn5Ag3,27.1451,24.9569,-2.1883
V4CrGa,88.6616,70.3894,-18.2723
Ag2WBr6,29.8119,24.6815,-5.1304
Co2ReAu,26.1886,28.7386,2.55
CsCdIn(MoO4)3,15.3112,13.5428,-1.7684
Ag(SbBr3)2,27.6958,24.3497,-3.3461
RbHf3Rh,98.8182,69.3091,-29.5091
TaNiSe3,30.7449,27.2377,-3.5072
Na2YC,36.9466,29.2274,-7.7192
Y2C2F,37.1761,28.4238,-8.7523
Cs3La(SeO4)3,10.9051,10.4654,-0.4397
TmTh(ScBi2)2,39.9981,42.2016,2.2035
TiMn2N,51.9551,41.4918,-10.4634
InMo3Br,18.0353,18.857,0.8217
Rb3HfRh,41.6431,28.6339,-13.0092
CrSiRu2,20.5218,16.2778,-4.2439
PmCd4Sb,24.2874,23.8262,-0.4612
Hf2InN,76.0329,57.4672,-18.5657
Cs(WO3)4,0.0,1.6514,1.6514
HoSiAu,13.6877,17.8567,4.169
LiIrRu,19.1382,19.4421,0.3038
Ti(TeRu)2,18.1894,20.446,2.2566
CsBa9Mg(AsO4)7,0.0,0.0,0.0
LiI,7.6472,9.7694,2.1222
Ti8Rh2N3,9.9826,10.3211,0.3385
CuOs2Ru,27.4161,33.043,5.6269
CrSiRu2,20.4869,16.2778,-4.209
Pm(ErAu)2,30.1535,33.6911,3.5376
SiPOsRuC,32.3596,29.5267,-2.8329
CuOsRu2,21.6833,24.9499,3.2665
AcLuPt,61.815,54.5821,-7.2328
YCO4,15.8343,12.0602,-3.774
SrZn3Ir,10.2239,11.5112,1.2873
CuOs3Ru,32.5954,34.0135,1.4181
Al2SiPd2,13.9333,14.0879,0.1546
Sr2Al4Ga3Cu,8.4024,8.1627,-0.2397
Co2NiN,71.0989,59.9607,-11.1382
GePPt5,65.4735,46.3419,-19.1317
BaSrAu,19.7788,21.5866,1.8078
Ho(NbB3)2,34.3393,31.0374,-3.3018
In2SiPb,27.0222,26.4514,-0.5708
LiRuRh,18.3686,14.0176,-4.351
Ca2TiI2,12.1471,12.7962,0.649
BaOsPb2,32.5349,39.0567,6.5218
BaOsPb,32.5454,35.0385,2.4931
Os3RuC,42.7541,42.4859,-0.2682
CrSiSb2,28.9772,22.7708,-6.2064
PmTh2UP4,28.5933,31.1938,2.6004
BaOsPb2,37.5404,39.0567,1.5163
NaY,17.7163,16.3477,-1.3686
Na2CaIrI,30.6507,23.6343,-7.0164
BaOs2Pb,34.8258,37.0169,2.1911
AcCd3Ag5,30.9344,27.0046,-3.9298
PuPaSe2N,36.2226,36.2893,0.0666
TaMnBe2,39.9125,33.2726,-6.6399
TiCdCuRh,20.2604,18.2579,-2.0025
PuThN,34.7218,37.9189,3.197
La6Pm2Tm3,41.0779,33.0253,-8.0527
CrSiSe,24.9544,20.0148,-4.9395
Cs6Ge2PtO8,14.4946,13.152,-1.3426
KGaSi,8.6535,9.6371,0.9836
K2CaCo,13.0595,11.1267,-1.9329
Rb2Si2Sb,12.4844,8.8898,-3.5946
YC,41.2141,10.4134,-30.8007
La6CePm2Ho,41.4915,31.5942,-9.8973
TlAg3Pb5,45.3825,43.1749,-2.2076
CrSiSe2,30.5422,24.2442,-6.298
V4GaRe,93.6922,76.3287,-17.3635
NaVSe2N,51.453,40.7188,-10.7342
Ac(PmIr)2,33.0205,37.1326,4.1122
CeTcN,39.1195,35.7038,-3.4157
YAg2SO6,20.587,18.2546,-2.3324
ZnFeTc2,50.4659,42.3999,-8.066
CdSbPb,36.112,34.3236,-1.7884
Ti2RuPb,12.8189,18.5676,5.7487
Cs4Ba(AsO3)6,0.0,1.3797,1.3797
V4GaTc,102.5325,81.7649,-20.7677
LaYInAg,29.8908,24.4814,-5.4094
TaMnBe2,39.7502,33.2726,-6.4776
V4GeAs,89.1134,71.0675,-18.0458
Pm2Ir2Pb,30.4373,35.0785,4.6412
CrSiSe2,30.5492,24.2442,-6.3049
Ce(PdPt)2,41.4381,33.44,-7.9981
AlRe2W,30.2967,35.6785,5.3818
TaMnBe2,39.7538,33.2726,-6.4812
Ac2GeIrPt6,71.138,55.1593,-15.9787
SmCuPb,27.7902,30.1996,2.4094
Rb3ZnCr,6.842,6.3803,-0.4617
BiRu3W,53.1056,41.4775,-11.6281
MnV4Os,109.0705,87.5207,-21.5498
Rb2ZnCr,5.2437,5.8653,0.6216
SrZr,23.6744,31.1316,7.4571
La6Sm2Tm3,41.1197,33.0802,-8.0396
AcPmIrPt,54.7079,49.9809,-4.7269
Ag3Bi5Pb,46.7588,44.6531,-2.1057
ReWS3,50.9913,41.3862,-9.6052
CrSiSe2,30.2966,24.2442,-6.0523
Ac2Al4Ir3Pt,35.2108,34.6104,-0.6004
Pm2PaOs2,31.2662,39.7336,8.4674
V4OsRu,95.1644,78.0629,-17.1016
V4SbMo,95.8301,76.0383,-19.7918
TaCoNi2Se,38.4321,30.1224,-8.3097
ZnFeTe2,25.3079,22.9785,-2.3294
Mo2IrBr,27.8217,24.8085,-3.0132
V4TcMo,94.0222,75.8925,-18.1297
Pm2PtAu2,40.5001,38.1851,-2.3149
Hf(TaPd4)2,32.135,30.1203,-2.0146
Y2C,35.345,31.2985,-4.0465
CuI3,17.0782,18.0888,1.0106
Y3C,34.9178,30.3518,-4.566
DyNp2PaAs4,33.6448,35.9973,2.3524
SmTaN2,14.5643,18.5968,4.0325
MnAgPb3,58.1189,52.0661,-6.0528
KBaI2,13.1758,14.3767,1.2009
SrSiIr,19.8035,17.7743,-2.0292
VGeAs2,33.9789,29.8762,-4.1026
BeCu3Cl,9.4721,7.4539,-2.0181
La2CePrNd2,24.285,21.7216,-2.5634
V3GeAs,81.8039,64.8028,-17.0011
SiSb2Au,33.931,29.2229,-4.7081
CsPt2Se,57.9697,43.1404,-14.8293
V4GeAs3,62.4493,49.7037,-12.7455
VCuBr4,28.2742,24.889,-3.3852
ZnOsPt2,51.7818,42.1202,-9.6616
BaSr2Zr,31.7324,28.364,-3.3684
Sr2CrSi,25.6184,17.7705,-7.8479
KZn3Te,16.1713,15.5228,-0.6486
Ac2PmAu2,44.5543,47.5195,2.9652
MnRu2Au,44.9588,41.328,-3.6308
Pd(PbBr3)2,24.1684,21.75,-2.4184
MnRuAu2,52.7724,48.4681,-4.3043
Co2ReOs,23.6211,28.1707,4.5496
TaMn2Be,61.8961,50.6166,-11.2795
SrZr,51.5651,31.1316,-20.4335
Ca3WI,16.3419,17.0106,0.6686
Ce2PrSm,17.6344,20.5142,2.8799
NaCaLa2Os,34.9482,27.7624,-7.1858
YC2,52.6217,39.2604,-13.3613
BaSrZr2,53.2134,45.8712,-7.3422
Ac3SnB2Pt9,67.3315,51.0677,-16.2638
Tb2Pm2Sm,25.5735,28.7303,3.1569
Pm2SmTl2,31.3626,34.2414,2.8788
SrSe,30.2028,26.6279,-3.5749
HgSbPd2,17.3421,16.4196,-0.9225
Li2ReIr,21.1811,25.3963,4.2152
LiScRe2,43.5038,37.3195,-6.1843
Pr2TmPd2,6.664,8.6914,2.0274
VCr4Mo,20.4023,19.1996,-1.2027
RuRhBr2,33.7963,27.444,-6.3523
NaSiAu2,33.4897,31.4758,-2.014
Zn2RuRh2,29.676,23.5067,-6.1693
Ta2MnBe,46.0652,42.2224,-3.8429
SiAgAu2,35.2953,32.5206,-2.7747
TaNiSeN2,26.2981,22.7348,-3.5633
Li2(AuI2)3,22.6838,22.9016,0.2178
BaYMn2,72.9903,56.7565,-16.2338
Ta4Ga(Te3Se)2,51.054,44.516,-6.538
TiRh2N,18.4603,14.8688,-3.5915
SiI2,17.4763,16.4259,-1.0504
Be2CuCl,10.1526,7.4847,-2.6678
BeHgTe2,21.384,21.0811,-0.3029
SiAg2Au,31.3223,27.6648,-3.6574
Tl2Bi2Sb,51.3483,50.304,-1.0443
NaYC,39.3874,32.5732,-6.8142
TlReRu2,31.6574,35.0147,3.3572
Sr2SnS2,27.074,22.7308,-4.3432
NaGd2Ga,22.7239,23.6409,0.917
RhPbBr2,38.4291,31.2575,-7.1716
Sc2Ti2Co,25.0265,20.5775,-4.4491
Ru2RhBr,39.7525,32.5174,-7.2352
Sn(BiN)2,29.8475,28.9671,-0.8805
AuN,5.4369,8.1011,2.6642
Ru2RhBr,39.7603,32.5174,-7.2429
Cu2Ni,6.5825,9.3834,2.8009
Hf3Sc,109.0642,78.0474,-31.0169
CrSiTe2,27.6232,24.8962,-2.727
RuRhBr,41.016,31.8536,-9.1624
CdAgOs,31.9848,30.7513,-1.2336
CdAgOs,31.2638,30.7513,-0.5125
Sb(Au2N)2,34.3766,34.3632,-0.0134
MnPRuCN,56.7538,43.7612,-12.9925
CdAgOs2,34.6805,35.244,0.5635
LiMo2Se,13.4723,15.708,2.2357
MnPRuCN,56.4917,43.7612,-12.7304
Cd2AgOs,28.2817,28.03,-0.2517
NaCrSiBr2,25.7468,20.5091,-5.2377
Sr2ZnIn2Pd5,11.7346,14.4518,2.7173
Hf3(ZnAg)4,53.2958,39.6963,-13.5996
Sc2TaPSe,80.7315,63.6996,-17.0319
Ti5Fe2CuRh2,13.4423,11.2631,-2.1792
TmTiN3,0.0,5.0456,5.0456
VZn4Cu,27.8299,24.0186,-3.8114
Ca(YZr)2,43.9511,37.3367,-6.6144
Pr6Sn2C,2.1981,3.1789,0.9807
KPaPt4,72.3797,55.4096,-16.9702
HfFeTe2Au,55.9327,46.6096,-9.323
TlCrSi,25.7827,24.7154,-1.0672
RbPu2Br6,22.3157,22.752,0.4363
CrSiTe2,27.4039,24.8962,-2.5077
RbNd2Br6,11.6528,12.1548,0.502
ZrTiRu2,35.3147,32.8083,-2.5064
VGaI4,37.7593,33.8794,-3.8799
Li(NbSi)2,66.8733,54.2943,-12.5789
K2Ag2Br5,15.1429,13.3819,-1.7611
Re3Ni,39.852,34.5216,-5.3304
Pm(ThPt)2,58.9293,52.0128,-6.9165
YFeRh2,22.7993,17.9851,-4.8141
Pr2NiAg,9.4172,7.3404,-2.0768
Co2TeRu,17.9928,20.5445,2.5517
AgTe2,38.8739,35.097,-3.7769
Ac2PmSm2,36.4568,40.4096,3.9529
Cu3NiPbSe4,30.0699,27.021,-3.0489
Cu2SiW,17.9669,18.5836,0.6166
LiHg4,0.8323,0.9389,0.1066
ZnCo3N,35.8722,40.3528,4.4805
Hf2NbB6,47.1974,37.4946,-9.7029
TcMo2W,30.8447,35.1023,4.2576
Cu2SiW,17.7948,18.5836,0.7887
SrZr3,77.5735,65.3032,-12.2703
LaTlPb2,51.5618,49.2528,-2.309
Zn4Pt4Pb3,49.473,40.6791,-8.794
Li2TlRe,23.518,25.0875,1.5695
PuTiRh4,18.0915,14.287,-3.8045
Lu2TcRu,43.8337,42.1306,-1.7031
NiRu2Cl,11.1003,14.0884,2.9881
Ta(B3Mo)2,7.4995,10.9807,3.4812
OsRu2Se,31.0512,26.7609,-4.2903
Ba2SrZr,28.486,24.7733,-3.7127
Gd3(SiNi)4,16.7946,14.4304,-2.3643
Np2AuN,46.8482,50.1787,3.3306
Y3Ag3PdO8,27.97,23.7531,-4.217
CsSb(AsO4)2,12.0263,12.0368,0.0105
Nd(TmB3)2,9.4893,12.4465,2.9572
Tb2NdPd2,16.4353,20.2795,3.8442
Pm(HfB3)2,34.4125,27.6401,-6.7724
La2Ga2Ru,23.1802,17.2786,-5.9015
Sc3TiI,9.2818,10.6274,1.3457
InSnBi2,34.0652,36.5766,2.5114
SiTcNiRh,40.3737,32.8751,-7.4986
NdMg(H4Rh)2,11.2728,9.5727,-1.7001
Pr(TmB3)2,6.2474,9.4526,3.2052
CdCo2Rh,20.4098,18.7499,-1.6598
MnSiNiRh,67.4129,54.7635,-12.6493
TlSbC3,58.192,43.2138,-14.9783
Y4C3,49.6821,39.4365,-10.2455
Ta2SiNi,27.7507,26.1056,-1.6451
Cs3PO3F2,11.6763,10.0915,-1.5848
Cs2Ga2As2O7,15.8277,14.7196,-1.1081
Ag(BiPd)2,35.0663,35.4034,0.3371
EuTlInPb,37.6001,39.4459,1.8458
Tm(ScB3)2,4.2147,6.9319,2.7172
YThGaAg,30.1637,30.2687,0.105
Ac6Tl3IrPt2,62.8427,59.6947,-3.148
Tb2SmB6,8.6535,11.8959,3.2424
UGaNi,13.4579,20.3775,6.9196
KMnIr2,50.4933,45.9964,-4.4969
BeTlRh2,37.5257,31.3729,-6.1528
YbCu2O3,1.5954,4.8749,3.2795
Cu2SiW,17.9313,18.5836,0.6523
Ac3BiIrPt,56.8049,54.9069,-1.898
Sm(ThB3)2,17.4701,20.7823,3.3122
NaLaTc,56.8676,43.6489,-13.2187
TlInGa2,19.3685,21.748,2.3796
TaOsSe2,43.9908,41.3813,-2.6095
Tb2ThB6,13.2041,16.5047,3.3007
U2TaB6,19.8791,23.3057,3.4266
Pr2TmPb2,19.9155,23.3586,3.4431
NiSbCl,24.4638,18.8109,-5.6529
Ta2VB6,32.6707,28.8398,-3.8308
TiOsAu2N,51.9705,42.0351,-9.9354
Y3(SO)2,41.506,34.5238,-6.9822
Tl2InGa2,25.2638,26.8908,1.627
Zn2CrSi,11.593,9.3302,-2.2628
Hf2TcB6,41.9963,32.8634,-9.1328
FeSe7,42.9284,34.5176,-8.4109
YHoHgPb,32.3837,30.3622,-2.0216
Ti2VB6,14.9209,15.133,0.212
ZrCrSi,41.128,34.1379,-6.9902
MoOsRu,29.0338,30.0795,1.0456
GdGe2Ir,24.9242,25.4719,0.5478
RbBiW3,40.116,40.1903,0.0743
Pr2Si2Ni15,8.8499,8.2488,-0.6011
NaTm(CuBi)2,29.3493,30.5217,1.1724
Sm3Sc,20.0654,22.1905,2.1251
U3Au4,56.3157,59.0066,2.6909
Sc8Sn2Pb,17.7335,16.171,-1.5624
Tm2InGa2,14.8516,18.1854,3.3338
YMn2H5,26.817,21.5898,-5.2273
ZrCrSi,40.8369,34.1379,-6.699
Ti4Rh2N,7.5239,8.0218,0.4979
CsNaSr8(BO3)6,5.0869,5.399,0.312
U(B3W)2,16.3526,20.2075,3.8549
TbTm3Sb2,29.0244,28.1477,-0.8767
Zr2CrSi,54.9796,45.8556,-9.124
Li2IrRh,23.3808,21.0893,-2.2914
Si2PbAu2,31.764,30.7772,-0.9867
Pu(ZrB3)2,29.572,28.1392,-1.4328
Zn2FeOs,23.6143,21.4577,-2.1566
Cs2LaHf(AsO4)3,0.0,0.0,0.0
Na2TiTl2,33.4255,31.0889,-2.3366
Tl(InGa)6,16.9906,17.7014,0.7107
Zr(TcB3)2,31.5824,28.1235,-3.459
Sm(ZrB3)2,24.3201,22.7897,-1.5304
Si2Pd,10.9774,7.8258,-3.1516
CuTcSb,30.1529,25.6246,-4.5283
RbCoSb2,25.608,20.6578,-4.9501
YSF,9.2175,9.6545,0.437
Li5Pr3Br12,3.4383,2.5084,-0.9299
Si2NiC,17.9189,13.2578,-4.6611
La(PaB3)2,20.6745,22.0155,1.3409
Co2OsRh,26.1248,25.4636,-0.6611
NpSi3,28.9686,24.9864,-3.9822
Np2Si2Ru2C,40.9413,37.4831,-3.4582
LaBePt,46.3037,33.2994,-13.0043
CuAgAu,25.0186,28.2327,3.2141
CaScSi2As,32.0599,25.6774,-6.3825
Y(S3Cl)2,55.5263,45.1297,-10.3966
NaPr2PbO5,7.8885,5.2041,-2.6844
IO,0.0,32.5406,32.5406
Ba(Ac3Ho)2,49.7786,50.8042,1.0256
Cu2(AgAu)3,31.1607,29.0438,-2.117
YCS2Cl,67.7166,54.1259,-13.5907
NaEuTl,34.4055,33.7306,-0.6749
PaSnPb,42.0541,45.0985,3.0445
ScCo2AsRu,20.3351,17.2539,-3.0811
GaTc2C,55.9215,46.4999,-9.4216
Nb2PPd,75.8126,65.4851,-10.3275
Cs2Na2Pr4Ta2O13,8.733,4.8866,-3.8464
CsCe2Ga(AsO4)4,0.0,0.0,0.0
Np2Si,19.7483,26.5498,6.8016
YCO,39.7814,33.7756,-6.0058
SiOs2Au,30.1231,32.8128,2.6897
