Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
Ba2LaO4,14.176,13.5078,-0.6682
Mg6ZnSn,5.7627,6.4424,0.6797
Ca2YSi,24.8166,22.3723,-2.4442
SrTe2Ir,39.7116,35.5918,-4.1198
CSeO,31.5041,23.1028,-8.4013
TlTePd,32.8572,34.5537,1.6965
SbTe2WAu,43.7092,41.2229,-2.4863
PaZnFeSn,33.0662,31.919,-1.1472
YSiO,25.98,23.4315,-2.5485
PaFe4Sn,32.919,26.6913,-6.2276
BaPtBr2,28.7198,21.6187,-7.1011
ZnGaF,4.4926,6.4717,1.9791
CrCuAu2,28.8372,29.1972,0.36
NaCdAsOs2,29.8698,29.9508,0.081
Cs2Sn2Pt3,50.8856,39.2485,-11.6371
Li2AuBr,23.5846,22.5809,-1.0037
Hf4TiGa3,75.3286,55.7217,-19.6069
Co2OsBr,23.2762,22.2859,-0.9903
NaPbW2,34.1965,38.3454,4.1488
BeBiC2,40.0411,34.7629,-5.2782
Li2LaTl,25.753,22.2282,-3.5248
Ba2EuZn,8.9731,10.3086,1.3355
YGaRu,11.5324,12.5753,1.0429
PrInPt2,47.7959,34.6042,-13.1917
EuZn,0.0,4.1154,4.1154
EuPt3,73.625,52.1296,-21.4954
CoOs2Br,32.5589,31.6444,-0.9145
LiAuBr,31.9799,30.7457,-1.2342
KOsF6,11.5272,12.4174,0.8902
BaNb3Al,94.215,75.3966,-18.8184
Cs3AgOs,30.5318,29.5491,-0.9827
LaCo2Br,24.764,19.4259,-5.3382
Pr2RuO,31.0277,27.8485,-3.1792
LiAu2Br,35.8883,34.6125,-1.2758
Tm2SiPb,31.7374,32.794,1.0566
TlBiPd2,35.1153,37.2026,2.0873
LiAuBr2,26.6801,25.8517,-0.8284
Zn2HgPt,25.9543,19.2908,-6.6636
Dy2Si4Ru5,22.9326,18.1014,-4.8312
BaPt2Br,48.379,33.4111,-14.9679
LiDyIn3,15.0475,16.0121,0.9646
LiAu2Br,35.569,34.6125,-0.9565
LaTm4Tc,27.8386,28.8987,1.0601
LiThPb,30.1057,34.9302,4.8244
YSi2,27.8925,24.0184,-3.8741
TlGePd2,19.406,23.0491,3.6431
NaSm(SnSe2)2,34.4902,29.7687,-4.7215
Na(Y2S3)2,29.6624,22.9642,-6.6981
AsPAuC,39.4143,30.2499,-9.1644
YCr3,22.649,18.6002,-4.0487
CsPCBr,22.3137,17.3781,-4.9356
PtWBr2,39.8456,33.5385,-6.3071
LiThPb,30.1331,34.9302,4.7971
Tc2PPd2,37.6183,35.3042,-2.3141
AcP2(HPt3)2,54.8156,38.9789,-15.8367
NbNi7,23.0241,21.9058,-1.1184
YCr,53.1587,11.7944,-41.3643
SrReN3,54.0212,51.7512,-2.2699
TlMoPOsRu,24.7587,25.8451,1.0864
PtWBr2,40.3141,33.5385,-6.7756
Sr6FeBi2,25.9155,25.0484,-0.8671
Sr2FeSn2,18.5214,17.6171,-0.9042
InRhW,35.9609,34.1586,-1.8023
CaY(TmHg2)2,11.1405,11.2422,0.1017
NdSm4Tc,30.7057,31.0837,0.3781
MnFeSe2,52.0969,41.9022,-10.1947
InBiTe2,39.4539,39.4657,0.0119
BaTh2Br11,12.8325,14.2704,1.4379
Mn3FeSe,72.5141,58.2613,-14.2529
CsNp2Br11,15.287,16.7794,1.4924
Pa2CdI11,24.8442,25.5175,0.6733
Hf2TiRh,84.9515,62.7472,-22.2043
Fe2Si4Ni,22.3529,14.5567,-7.7962
InRe2Mo,32.2638,33.9279,1.6641
Tl2CdMo,34.634,35.9989,1.3649
PtW2Br,46.0751,41.3678,-4.7072
TlTc2Mo,63.4237,58.7783,-4.6453
TlPd3Au4,36.6408,38.2438,1.603
Tl(InPd)2,20.9117,23.3419,2.4302
Rb2MnSb2,39.1179,30.6329,-8.485
TlIn2Pd,26.8651,28.7467,1.8815
SiNiAu2,29.0419,28.9838,-0.0581
BePC,17.0448,14.2541,-2.7907
HfPaCd4,48.1296,42.6045,-5.5252
InRhW2,36.7263,36.9389,0.2126
Tl2FePd,30.1841,32.0566,1.8724
NaBiSb,38.0218,34.3855,-3.6363
TcRu2W,60.4777,50.3707,-10.107
Ni2PtCl,26.7735,21.0152,-5.7583
ZnI2Br,16.6312,17.0492,0.418
AuSe3I,44.083,38.0163,-6.0667
TaCu2Mo,29.2709,25.2237,-4.0472
TbSm2YHg4,15.2977,14.9972,-0.3006
Pa2AgF11,9.3018,9.7452,0.4434
Ce2CuSi4Ir3,24.1523,22.895,-1.2573
Li4Mg5,1.597,2.5663,0.9693
Li2MgAs,5.2673,4.5925,-0.6747
Sc2Fe,24.2618,24.7071,0.4453
Re2TeAs,33.4355,37.3063,3.8709
Y3AlO,28.1793,26.7017,-1.4776
Zr2TlC,76.3775,62.5345,-13.843
SiBi2AuI,39.3564,38.4793,-0.8771
SiBRu3,20.6953,16.5613,-4.134
NaYTiI2,32.2409,26.416,-5.8249
Tl(PdSe)3,31.1174,27.8057,-3.3118
Zr3TlC,81.7556,65.035,-16.7207
Cr2(ReMo2)3,14.08,14.966,0.8859
ZrTlPd,55.3469,50.2251,-5.1218
ReSnTe2,31.7122,32.9813,1.2691
Co2OsAu,26.7205,29.2587,2.5383
Ta2MnAu,55.2367,54.0297,-1.207
Ta3MnAu,53.266,51.1836,-2.0825
Na2AgRuF6,13.6189,11.8704,-1.7486
La2TlPd,37.909,32.2966,-5.6124
Y2Al,15.2508,13.4076,-1.8432
NiPbSe3,40.6575,35.0712,-5.5863
CuTeOs2,27.3483,30.549,3.2007
InRhW2,36.6251,36.9389,0.3138
NaSm(PbSe2)2,42.3494,37.6575,-4.6919
Ni2PbSe,28.3034,27.8522,-0.4512
Ni2SbSe,31.5907,26.0159,-5.5747
Tl2PdSe,38.4851,38.038,-0.4471
FeMo3As4,20.4243,19.8724,-0.5519
Na3Sm(USe3)2,42.4479,37.443,-5.0049
La2Ta4Mo,39.1313,36.8023,-2.329
CuTeOs2Pb,39.1879,39.6462,0.4583
Cr5Fe3,22.3837,16.9086,-5.4751
Mn(Fe3Sb)2,35.463,29.3214,-6.1416
Cu2TeOs,24.898,25.8143,0.9163
ErPu2(MoN2)3,17.7839,20.2164,2.4325
NaNiSbSe2,39.0104,30.1321,-8.8783
Ba2TlPd5Au2,18.7812,20.9941,2.213
CuTe2Os,34.0268,33.6067,-0.4201
ReNi2Cl,34.2956,24.3107,-9.985
NiSbAs,32.944,14.5176,-18.4265
CuMo3P,29.0075,21.8658,-7.1417
BaTh3(PN3)4,23.0214,21.0528,-1.9686
Ag2ClO2,13.9798,12.0686,-1.9112
GdPtRh2,53.6146,40.1062,-13.5084
NdTlPd2,22.2016,25.1686,2.967
ErCr2MoN4,16.1879,15.6639,-0.524
NaFeSn2,20.9843,19.3282,-1.6561
Sr2Tl2Ag3,31.5605,29.5403,-2.0202
NdTlPd3,20.281,23.566,3.285
Hf2ScCd,78.2145,59.235,-18.9794
KTbMn,39.1199,34.0309,-5.089
AuC2I,46.4207,37.9948,-8.4258
CeNiPb,31.1088,31.9164,0.8076
TaPtBr2,39.6136,32.9889,-6.6246
Sr2Tl3Au2,38.677,39.7231,1.0461
KRb(H3Au)2,7.8142,8.7569,0.9427
Li2Tm2ThBi2,33.6722,36.0362,2.3639
DyYN,28.3336,25.6897,-2.6439
CrReAs2,19.4971,19.5745,0.0774
Hf2NpF11,21.5783,15.8966,-5.6818
Ba2AlIr2,20.1414,20.1221,-0.0193
CaCu2F11,3.8799,2.3028,-1.577
Ca4YAl,16.6932,14.5432,-2.15
EuScI2,19.1274,20.4,1.2726
Pr(Re2Ge)2,40.0396,35.7905,-4.2491
CePr2F11,0.0,0.0,0.0
CePu2F11,8.155,8.4683,0.3133
CeHg2F11,3.2966,2.281,-1.0156
BeSbTe2W,37.018,33.0026,-4.0153
Zn2SiCl,9.3623,8.9597,-0.4025
TiHgP2Os,11.1643,12.467,1.3027
Sb3Mo,38.0488,31.5803,-6.4686
TlTeBrN2,22.9203,22.6407,-0.2796
YTl2W,48.977,41.5191,-7.4578
Li2MgCo,6.6815,4.6447,-2.0368
Zr2RuW,72.5716,60.6307,-11.9409
Yb2Sn2Ru2C,30.0498,30.1387,0.089
Zr2GeF11,14.7599,11.894,-2.8659
Zr2SiS,65.9886,51.5497,-14.4389
SmTmHg4,8.8818,10.2498,1.3681
AcHf2F11,21.3354,16.0149,-5.3205
CrRhI,21.6736,18.2557,-3.4179
Tb4ErPu,34.6956,37.5685,2.8729
SrCrCl4,18.5413,18.5895,0.0482
Cd(CuO)2,1.9518,5.2254,3.2736
ReNi2Cl,33.717,24.3107,-9.4063
Sr2Tl2Hg3,17.8992,18.6701,0.7709
Zr3(TiP)4,31.0863,24.8265,-6.2598
LaReTe2N,85.444,76.6115,-8.8325
Tl3AgPt,54.8194,47.8195,-6.9999
Y2CrSi,48.4216,39.0918,-9.3298
NiPb3C,46.13,42.629,-3.5009
LiCe2Ge3Pd4,17.1569,16.8231,-0.3337
Ta2SbOs,40.0888,42.0906,2.0019
Gd6FeTe2,28.2771,28.86,0.5828
CaYO2,43.8947,39.1856,-4.7091
CeAgSb,28.263,25.963,-2.3
TeAs2Rh,27.8016,26.2124,-1.5892
Cu2Si4Ni,12.425,9.5991,-2.8259
TeAsRh,16.6228,16.5706,-0.0522
TaCo2Br,42.4633,31.6555,-10.8078
TaCo2Br,42.9076,31.6555,-11.2521
TeAsRh2,37.5017,30.4213,-7.0804
Si4NiRh2,22.8902,15.8713,-7.0189
TaSb2Os,42.2562,39.9663,-2.2899
KBa2Cu,5.3123,5.5554,0.2431
SrMg2TiH6,4.7952,4.3924,-0.4027
MnCr3Te4,36.7502,32.2144,-4.5357
Te2PW,90.0873,76.0014,-14.0859
TaSbOs2,41.7677,42.928,1.1603
Er3Cr4MoN8,16.8608,16.5908,-0.27
Na2AgBr4,17.2134,15.2927,-1.9207
KNa2SiPt,32.9878,23.2833,-9.7045
YTlW,48.6795,38.8191,-9.8605
Ac(AlPd2)4,16.0357,18.1697,2.134
TaSbOs2,41.5688,42.928,1.3592
Cd3Fe,12.4069,14.1095,1.7026
YCr2Si,32.3641,25.4919,-6.8722
Ta2SbOs,40.0488,42.0906,2.0419
SbPtSe2,57.7579,42.9537,-14.8042
Ca2EuZr,34.6345,30.7732,-3.8613
Tm4AgPd5,23.4588,25.3821,1.9233
TeAs2Rh,27.8916,26.2124,-1.6792
Li2Ca2ErIn2,12.5554,12.9531,0.3977
YAl2,21.6294,17.6491,-3.9803
TaCo2Br,42.5215,31.6555,-10.866
TbLu2Ni,24.7611,28.349,3.5879
KMg2Cu,11.2639,8.2736,-2.9903
BaFeRu2,26.9081,20.6568,-6.2512
InRu,1.229,19.5202,18.2911
LiAl4Rh,12.0764,10.4472,-1.6291
ZrGaTe4,41.0735,37.7356,-3.3378
TlAsRh,37.2698,32.8875,-4.3823
LiAl4Re,10.6902,12.0506,1.3604
Co2TcBr,35.877,31.3089,-4.5681
NdYTh,34.8822,38.6437,3.7614
CaTbSn,17.0026,19.3699,2.3674
FeSb2TeW,43.2543,37.5284,-5.726
LiMn,39.9421,33.3239,-6.6182
CaTiFe2,14.6178,10.651,-3.9668
TlFeTe2,33.7958,33.3521,-0.4437
Ni2RuCl,8.6598,10.9051,2.2452
CaY5Al4,34.5734,26.6457,-7.9277
Hf2MoBr,78.9741,53.9198,-25.0543
Y2O3,6.2283,7.9212,1.6929
Na(Ga4Ag)2,14.1933,13.0775,-1.1158
CsSr2YPb,25.5682,24.69,-0.8782
Na2CaAlO4,16.5806,15.1105,-1.4701
TeRhI2,31.1722,28.8202,-2.352
La2ZrN,43.7725,32.5186,-11.2539
Tm(SnHg)2,11.1663,12.8054,1.6391
Zn2MoIr,24.2162,21.5601,-2.6561
Os3Cl,27.4053,29.6762,2.2709
LuHfThSc,62.2398,55.1005,-7.1392
ZrCo2Br,36.8685,29.4533,-7.4152
Ac2Pm(SbRh2)3,48.0749,39.0746,-9.0003
SrAc(CuSb)2,29.4791,27.6457,-1.8334
LaNdYTh,39.2645,37.6443,-1.6203
TmSnHg2,12.4832,14.0947,1.6115
TlIr2Rh,47.0182,46.4179,-0.6003
MnTl2Tc,69.2409,63.2436,-5.9974
DyLuGa2,18.8791,21.1898,2.3107
La3EuFe,36.7186,26.3095,-10.409
Y2Cr,18.9421,15.0788,-3.8633
Pu2HfAl6,33.6631,30.8751,-2.7879
Co2SiW,17.3563,17.9403,0.584
Pr6In2Sn,-0.0,1.5573,1.5573
Ac2MnHPt6,75.8667,56.8213,-19.0454
Ti7Zn2Tc3,27.392,25.7629,-1.6291
Li2MgRu,5.4592,6.4229,0.9637
Tc3RuS,72.2284,60.2816,-11.9468
Tm2PaCu,33.8348,37.3755,3.5407
AcFe2Pt3,55.6303,42.175,-13.4553
Pm2MnF11,9.6531,8.3516,-1.3016
IrRhAu,47.6225,45.6676,-1.9549
Na4InBi3Te8,38.1626,35.536,-2.6266
YCr,0.0,11.7944,11.7944
UCdHg,29.3624,31.3738,2.0114
TcAg2Rh,51.6051,42.629,-8.9761
LaU2F11,9.8144,8.8511,-0.9633
Te2RhI,39.7357,34.8702,-4.8655
Ca5Y3,15.9448,11.8419,-4.103
CaY,19.5168,15.0232,-4.4935
BiMo3Rh,31.3427,29.8203,-1.5223
Bi2MoF11,9.4271,9.0186,-0.4085
TaRh2Se,45.5866,38.5405,-7.0461
Ta2MnCu,45.7988,43.5001,-2.2987
Dy2MoF11,3.4702,3.7789,0.3087
Si2SbAs,32.0352,24.634,-7.4012
PmMo2F11,3.4143,3.37,-0.0443
TmMo2F11,3.8466,3.7034,-0.1432
NdMo2F11,3.4103,3.308,-0.1023
Ta2V3Mo7,55.3623,47.4222,-7.9401
LaMo2F11,5.284,3.7849,-1.4991
Te5Br,37.4018,34.6591,-2.7427
SiSbAs2,30.447,25.4146,-5.0325
Y3Cr,26.5001,22.3783,-4.1217
Rb3Ti3Ir2,15.0369,15.5217,0.4849
ReTe2N,89.904,84.7006,-5.2034
Dy2SiRu3,25.6792,23.12,-2.5592
Sm2Er(MoN2)3,9.9798,12.2759,2.2961
Li2SbSe,22.886,18.8867,-3.9993
ScCd4Sn,22.4006,20.9385,-1.462
CuAgTe,23.3335,23.3375,0.004
NdBi2F11,9.242,8.7931,-0.4489
Nd2SmF11,3.318,3.3277,0.0098
Ca2YCr,29.0425,24.1383,-4.9042
CeSbI,30.1966,28.1066,-2.0899
TaSbSe,42.9744,39.6108,-3.3636
RbReTe,11.8316,16.7347,4.9031
Ba3PPb,18.9837,17.0431,-1.9406
Nd3Ga(Ge3Pt)2,26.0234,21.8042,-4.2192
NbSbPd,68.8286,57.1815,-11.6471
PmNd2F11,3.302,3.3801,0.0781
Nd2ThF11,5.3183,5.7779,0.4596
YVI2,47.188,40.4432,-6.7448
AcNd2F11,6.1465,6.4363,0.2897
Ac2NdF11,8.9816,9.3066,0.3251
NbSbPd,61.8689,57.1815,-4.6874
AgW2Au,72.6045,62.6394,-9.9652
Cs2CeTm(PO4)3,0.0,0.0,0.0
Pm2HoF11,3.5335,3.6384,0.1049
Ca2YCr,29.0985,24.1383,-4.9602
Sr3NbO6,9.0468,10.1673,1.1204
Er4NbMo3N8,18.3534,19.4749,1.1215
Sc8CdSn2,14.7972,13.2074,-1.5898
BaPPb,23.4357,23.5757,0.14
Ag2WAu,70.7431,57.6652,-13.0779
AcPm2F11,6.1408,6.523,0.3822
Pr2BiF11,2.0064,1.9532,-0.0532
PmU2F11,7.9459,8.4169,0.4709
TaCu2P,19.4477,19.2793,-0.1684
TlAgPtW2,78.0716,62.1611,-15.9104
Pu2PdF11,9.4843,9.9659,0.4816
Na(CuSn)2,48.7151,41.4799,-7.2353
Ni2BRu,7.6982,11.1947,3.4965
YbMg2Cu,14.076,12.7469,-1.3291
AgAsBr2,16.352,15.1451,-1.2069
Na2SnBi3,35.7649,35.2219,-0.5429
Na2Sn2Br,17.4455,16.9678,-0.4777
PrNd2F11,1.2079,1.2947,0.0868
HgMoPt2,48.7984,35.1123,-13.6861
AgAsBr2,16.4012,15.1451,-1.256
IrPb3C,53.8315,50.5388,-3.2926
AlPtI3,34.209,26.9657,-7.2433
LiScSi,24.847,21.5577,-3.2892
ScMn,23.8881,15.8654,-8.0227
ZrAgBr2,38.1454,31.4719,-6.6735
Co2SiSe,18.9236,16.0942,-2.8294
AcRu2F11,8.4513,6.3201,-2.1312
Na2AgTe,28.1866,24.3563,-3.8302
ZrAgBr2,38.1454,31.4719,-6.6735
PrTm2Bi,27.4486,29.5048,2.0562
Sc3Sb,10.0221,9.6539,-0.3682
Zr2AgBr,59.7951,48.3022,-11.4929
Fe2NiI,24.8607,18.6758,-6.1849
Ca2(Pr2Sm)3,6.8095,8.5188,1.7093
InPbBr3,26.575,24.5948,-1.9803
Hf4TcPd,113.8523,85.5306,-28.3217
ZrAg2Br,43.2542,35.0825,-8.1717
Tm2Si2Ir2C,33.2767,31.1267,-2.1499
Sm2Dy2Th3,43.3582,47.2572,3.899
Ac3In3Pt2,53.2337,47.0882,-6.1455
Na2In4Sn,21.3339,20.754,-0.5798
KRb2NbI6,28.5602,26.2012,-2.359
YO2,3.1298,4.2114,1.0816
ErTm2(MoN2)3,10.7601,13.3351,2.575
BIr3I,33.7346,35.0314,1.2967
Ca2ScMo,17.1926,17.4015,0.209
InGePt3,59.8009,41.9562,-17.8447
SbPtSe2,57.5973,42.9537,-14.6436
GdGeOs,26.4219,30.0031,3.5811
YO,0.0,0.0,0.0
YAl5,14.7368,13.126,-1.6108
Sb2As2Cl,20.224,15.934,-4.29
CaSc2Mo,20.1885,18.3931,-1.7955
Nd2AgBr,22.4643,23.0417,0.5774
Pr6Mg2In,-0.0,-0.0,0.0
BaPrFe2O5,16.1589,15.1674,-0.9916
LiHfSe3,56.9672,42.7106,-14.2566
TlAgPt4,73.3945,52.9569,-20.4376
CsPd2N,19.9798,19.1523,-0.8274
YV3I,86.6685,68.2957,-18.3728
YSc4Os,13.7959,15.5789,1.783
Li2MnAg,33.0476,27.2448,-5.8028
AcSc2F11,4.5995,4.3981,-0.2015
Rb3BaCa,2.6058,2.1664,-0.4394
Cd2MoPb,26.9926,28.6414,1.6488
PmSn2F11,6.4971,5.9127,-0.5845
Na(In2Sn)2,20.7763,20.7126,-0.0637
NaAcH6Pt,19.6776,16.1502,-3.5274
IrOs2Br,35.7097,39.6382,3.9285
CrOsPb,35.2542,36.9721,1.7179
Na(In3Sn)2,20.6667,20.7185,0.0518
Na2AcH8Pt,16.674,14.5834,-2.0906
CePd4Pt,24.8318,28.1386,3.3068
MnSN2,33.5643,27.578,-5.9863
LiCrOs2,23.7257,26.578,2.8523
Li4TmP2,10.9421,9.2878,-1.6543
Ac2HPt,54.2341,49.3725,-4.8615
LiCr2Os,15.3957,16.7581,1.3625
AcHPt,50.8008,43.1035,-7.6973
Co2WI2,16.6295,17.4807,0.8512
Tb4InGaAg2,24.236,24.6147,0.3786
In2Ga2Ag,14.7963,14.8204,0.0241
Na2Ac(H4Pt)3,21.007,16.7559,-4.2511
TbY5Hg4,27.5564,22.4883,-5.0682
ScCl,0.0,0.0,0.0
Y2Al,24.3391,13.4076,-10.9315
YAlSi,31.0639,26.407,-4.6569
Co2ReRu,17.1882,21.2479,4.0597
NiPt,18.1228,13.7168,-4.4059
Pr2Nd3Pt2,34.0943,26.7966,-7.2977
Y3HoSb2C,35.9247,30.0763,-5.8484
Tl(Ag3Sb)2,36.5874,30.3402,-6.2472
Dy3YHo3Te8,33.1748,32.5751,-0.5997
Nb2PN,78.4362,64.2963,-14.14
AlInMo,20.2092,18.7398,-1.4694
Ti2TcI,25.9337,25.3258,-0.6078
Li2TeRu,14.6447,15.0045,0.3598
AcHPt,45.3825,43.1035,-2.279
In2Ga5Ag4,18.8473,17.0524,-1.7949
Zn2CoPd2,12.7127,11.4087,-1.304
ZrSbRu2,36.5894,33.6521,-2.9373
Sm2Th3Os2,53.1694,53.0324,-0.137
Ca2YAl,21.9764,18.4382,-3.5382
Er3Cr(MoN3)2,12.8828,14.1776,1.2949
Sr3LiPb,11.1648,12.6068,1.4421
K3Ca5I12,6.3881,7.5387,1.1507
InGaAg,17.0405,17.0241,-0.0164
Sm3Ho7Tm2,28.169,30.0611,1.8921
RbLiWN3,5.1103,6.807,1.6967
CoHgAsBr2,13.589,11.4249,-2.1641
BiWI3,33.2133,33.6822,0.4689
RbInCoHg2,5.4491,6.0384,0.5893
YCrSi2,33.4765,24.922,-8.5546
Ac(H2Pt)2,30.0104,22.8956,-7.1148
Tb2HoF11,3.7459,3.9395,0.1937
Cr2MoBr,25.6602,24.1674,-1.4928
Tb2ThF11,5.5301,6.1589,0.6288
Tb2TmF11,3.9099,4.1054,0.1955
AgPt2Br,56.5877,40.8592,-15.7284
OsWO2,86.4668,67.3573,-19.1094
NaSr3(PmTe3)2,29.0843,28.1552,-0.9291
AlIn2Mo,19.7684,18.6672,-1.1013
ReSi2Te,28.4141,27.5245,-0.8895
Hf2GeP,67.3297,50.3615,-16.9682
ReSi2Te,28.8243,27.5245,-1.2998
BaTe2P,25.0221,24.4226,-0.5995
Na2SnBi,28.5424,28.1836,-0.3588
Te2OsC,42.4597,38.6521,-3.8076
LaNdNiAg,28.2707,24.7013,-3.5694
YCr2Si,32.3196,25.4919,-6.8277
AlTlCu2,19.1375,18.5455,-0.592
YAl,8.0553,6.148,-1.9073
La2ReRh,48.3044,37.2419,-11.0625
Y2AlSi,41.2857,33.8011,-7.4846
CaYAlSi2,31.3207,26.1006,-5.2201
FeTcAs,61.0203,52.9081,-8.1122
YTl2W,48.9887,41.5191,-7.4695
Y3Al3Si,37.6937,29.6763,-8.0174
Mn2PtSN,69.413,54.787,-14.626
Zn3FeSe4,28.5267,23.2123,-5.3143
TbNd2Ag,26.7997,28.0834,1.2837
Ce3PdPt2,44.627,35.7928,-8.8342
RbCoHg2,2.4509,2.81,0.3591
Ca5Y,9.9049,8.9973,-0.9076
Sr(AgPb)2,33.0495,32.2612,-0.7883
Mg2PW2,56.3543,49.4552,-6.8992
MoBr3F,12.8596,12.6583,-0.2013
UNi7,13.891,16.4802,2.5892
BaSrC2,35.0794,26.1634,-8.9161
Sr5C,21.6296,20.1016,-1.528
YCr,46.8992,11.7944,-35.1048
KCa3Rh,12.4091,10.7707,-1.6384
ZrSc7,16.7675,15.3907,-1.3768
ScPd3,11.6213,17.8928,6.2715
Cs2NaSb2,30.2955,26.1584,-4.137
UInPd5,25.5511,27.6578,2.1067
PrThCu4,15.0726,16.8608,1.7882
Na2EuTl,31.9949,30.1316,-1.8633
KSeBr,23.5467,21.3483,-2.1984
CsOsNOF5,19.1604,18.4478,-0.7127
Ac2Sm3Os2,50.0161,47.5597,-2.4564
CsAlSiO4,0.0,0.0,0.0
Tl2InAs,32.9199,34.3603,1.4404
NaEuCdSn,22.8497,23.0422,0.1924
ZrGa3Te,33.6774,29.1968,-4.4806
NaIn2Sn,21.2644,18.3499,-2.9144
Na(CaSn)2,11.713,13.1965,1.4835
TbY2Pb,26.7285,29.5326,2.8041
Zr2GaTe4,52.641,44.9732,-7.6677
Y3HoSn2C,41.4605,32.3792,-9.0813
NaSbSeI2,33.26,27.8644,-5.3957
Al2InMo,15.2133,14.4296,-0.7837
YHo2InC,37.0329,32.5393,-4.4936
Si2OsRh,30.2931,25.1762,-5.1169
KTlPb,35.7946,33.9287,-1.8659
Si2OsRh,29.7212,25.1762,-4.5449
Sr6Pd2N,13.0266,13.6328,0.6062
Zn2As,8.5238,9.5975,1.0737
Na2CdSn,20.4769,19.7816,-0.6952
SiOsRh,35.3443,32.0496,-3.2946
ZnCoPd2,19.0658,16.1815,-2.8843
TcPdPt4,77.9962,57.0201,-20.9761
ReTeMo,37.1525,35.2603,-1.8922
Li2MnTl,37.9559,33.8254,-4.1306
YCr3,31.386,18.6002,-12.7858
NiRuSe2,24.0811,22.8528,-1.2284
NaSnMo,36.2012,28.749,-7.4522
Na3Cd2Sn,20.4259,18.8032,-1.6226
NaSc2CdSn,21.9922,18.8161,-3.1761
NaSb2TeW,39.3557,34.2541,-5.1016
Er2CoGe3Pt4,44.3084,33.4879,-10.8205
TaAlHg2,10.3597,12.2861,1.9264
SiOs2Rh,36.9846,34.4382,-2.5463
NaSnTe2,32.1101,30.9349,-1.1752
Na6Sn2Pb,26.7276,24.2767,-2.4509
SrAs3,11.7761,9.7378,-2.0383
Na2Sn3Br8,14.7074,14.5488,-0.1586
SiTe2PtN,38.1943,32.088,-6.1062
ZnCoPb,31.6216,26.0593,-5.5623
ZrAsCl,38.7052,32.9778,-5.7273
DyErIr2,35.09,39.5464,4.4563
Lu2CdIr,31.8428,35.6392,3.7964
NiAs2Cl,18.5261,14.7681,-3.758
Nd2ErGe4Pt3,37.5085,29.9531,-7.5554
KNiIr,21.9008,24.0449,2.1441
CsNaEuSn,24.2995,24.2195,-0.0801
SnSb2TeP,31.6922,26.8523,-4.8399
Na3U(BiTe3)2,41.4392,39.2912,-2.1481
Sr2SnSe5,5.5403,3.2455,-2.2948
Li2MnW,35.244,31.9688,-3.2752
TlCdRe2C,76.8442,64.407,-12.4372
Y5Cr4,41.0209,30.9523,-10.0686
Sr2Pm2Cd15,20.0721,19.8133,-0.2588
CaY2Cr,36.2251,27.5325,-8.6927
Na3(Cd4Sn)2,20.7218,19.9193,-0.8025
HfSb4Mo,56.1976,43.9977,-12.1999
Y4Si5,34.6128,27.7839,-6.8289
CdSbOsSe2,42.0124,35.9567,-6.0556
ThH3PdO3,17.5487,17.1086,-0.4401
Ta4AlH2N3,6.1942,11.8861,5.6918
Ba3Sn7Ir2,19.0842,20.0645,0.9803
SiOs2Rh,36.965,34.4382,-2.5267
NaCaSnTe2,26.7783,24.8677,-1.9106
Ce(Mn2Fe)4,66.8348,54.5695,-12.2653
NaSrGdSn,21.7428,22.2395,0.4967
Sm2Dy3Tm2,27.6581,30.1465,2.4884
Zr2FePb2,56.0269,48.4578,-7.5691
ScInCuRh,35.3643,29.0913,-6.273
LiDyAgPt,36.5811,29.7825,-6.7986
Ba3Sn7Pt2,26.3942,22.0905,-4.3036
LiY2TlHg4,19.7283,17.3085,-2.4198
Ca3PdRh,16.4718,14.4161,-2.0558
TmH2Ir,18.0094,20.0376,2.0282
Cs2Sc(CdS2)2,38.6706,33.6671,-5.0035
Y3Hg3Rh2,30.5822,22.7145,-7.8677
NaInReSn2,27.2561,26.4143,-0.8418
AlTePdI2,23.7613,21.9335,-1.8277
ScGe,0.0,0.0,0.0
YAl2Si,33.6038,26.6371,-6.9667
LiYTlHg,26.2101,24.3972,-1.8129
B3RhPb,25.5063,23.8761,-1.6302
Sm2Pu3Os2,73.0197,64.5715,-8.4481
AlSiAs,31.5481,25.6185,-5.9296
Ca2YAl,21.9227,18.4382,-3.4844
NaReSn,24.6445,25.653,1.0085
Y3Al7Hg4,17.1715,14.2094,-2.962
Mo6OsRu,25.208,21.764,-3.444
NaTm(SnBr4)2,14.5425,15.0727,0.5302
La2ReBr,32.4154,27.1527,-5.2626
Li2ZrMn,50.0092,41.0055,-9.0037
Zr4W3,72.7592,65.3656,-7.3936
Li2ZrMn,50.0553,41.0055,-9.0498
Na2HfBi2,56.4873,47.4356,-9.0517
MoW3F,34.2118,33.0313,-1.1805
Ce6Al2Bi,23.1338,25.4013,2.2675
Ca6Al2Pb,6.84,8.7495,1.9094
Ca6Al2Sn,3.2231,5.5468,2.3237
LaY2CdHg,35.245,26.3916,-8.8533
Ca7NbSi4O17F,19.8587,15.5951,-4.2636
PtPb2Br,58.8888,48.4822,-10.4066
Cr2AgPb,26.1089,24.7914,-1.3175
LaFeSN2,23.0957,16.8513,-6.2444
Ba2NaHO,2.0381,3.855,1.8169
