Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
ZnSb(PbO3)2,21.8559,20.6938,-1.1621
InCoAu,26.2597,27.1632,0.9035
CrGaRu2,6.5181,10.5873,4.0692
RbCu(AsO3)2,4.8464,4.6224,-0.224
ZnRh(PbO3)2,16.0456,14.8773,-1.1683
Pb7Au5,50.3527,51.3008,0.948
CsNi3C,23.9621,19.6382,-4.3239
K2PbF,17.1838,17.7715,0.5877
SnBiMo,34.2411,27.253,-6.9882
ZrGaCuOs,40.3103,37.777,-2.5333
ZrBi2PdO6,27.0682,26.0016,-1.0666
Th4Pd12Au,30.09,31.9156,1.8256
Ac2DyZrO6,14.4504,17.1146,2.6642
HfZrCd2O6,26.1942,22.6716,-3.5226
ZrPaTl2O6,24.9285,25.9843,1.0558
InTcC3,62.361,45.9079,-16.4531
CeZrCuRu,37.5157,35.3665,-2.1492
Rb4S12Br,40.799,28.8363,-11.9627
CaTiV2Os,64.0366,52.7185,-11.3181
Ba3YV,49.1022,39.0429,-10.0593
GeIrW2,32.7274,37.3658,4.6384
Rb2SrLaI6,19.2916,18.2434,-1.0482
Ag6SeOF2,21.8616,17.7093,-4.1523
RbPrBi,16.902,18.3811,1.4791
Sr2ZrVO6,17.9028,15.0476,-2.8552
BaYF5,18.7322,17.4886,-1.2436
GdGa5Au,16.5845,17.8868,1.3023
PuV(PbO3)2,21.6467,22.2684,0.6218
CsGa,4.2132,6.8233,2.61
CsGa2P,16.4329,15.282,-1.1509
GdGaSi,17.3046,17.2854,-0.0192
Sm2VGaO6,16.4485,14.8234,-1.6251
KRb2SnSb2,17.7978,15.5592,-2.2386
Rb6Ag2AuO,9.6416,8.4869,-1.1547
BaY4,31.745,28.8211,-2.9239
Ba(ZnSn)3,9.4553,10.5977,1.1424
KBaLa3,34.2135,25.3497,-8.8638
Rb6CdHg2O,1.1118,1.3769,0.2651
Ba3Y,25.7376,22.056,-3.6815
BaYSi4,28.5543,21.4495,-7.1048
KYbTe2,28.4157,28.7429,0.3272
Cs2In(TeO3)2,23.2916,20.0476,-3.244
FeBiRu2,39.7836,34.4791,-5.3046
Gd2FeP,32.0568,30.4727,-1.5841
SrBe2Si,19.151,14.1413,-5.0098
CsSrAl3,10.7779,11.2941,0.5163
Ta2RuPt,44.317,41.6732,-2.6438
Ca2TmPaO6,25.6145,25.8539,0.2394
Rb2MoSe,13.4095,12.6273,-0.7822
CsAlCu2N,17.3891,14.5396,-2.8496
YBCl2,52.0548,43.3944,-8.6604
Y3TlBi,29.5146,31.0878,1.5732
Cs3CuP,20.6848,18.5932,-2.0916
NaInSi,16.765,15.9703,-0.7947
RbAg2C,33.0278,23.8303,-9.1975
BeCu2Tc,30.9913,26.0461,-4.9452
Y3Sc(TlS2)4,57.0452,50.0662,-6.979
Si2HgRu2,11.2952,9.2577,-2.0376
BeCu2Tc,30.9046,26.0461,-4.8585
Cs5(Hg4Sb)3,9.459,9.0709,-0.388
RbBe,0.1305,0.1066,-0.0239
BeCu2Tc,30.9932,26.0461,-4.9471
BeCu2Tc,30.9361,26.0461,-4.89
Cs2KMn,40.7885,35.0236,-5.7649
Ba3Zr(CuO4)2,6.9403,6.8347,-0.1055
Pa2Si2Pt,26.1333,24.1057,-2.0276
BaY,0.0,0.0,0.0
Te3AsOs,36.5045,35.0032,-1.5013
CaZrBr2,30.8893,29.3282,-1.5611
Np4CdPd12,29.8265,31.1782,1.3517
BaCePr2,4.4905,6.2181,1.7276
FePb(AuO3)2,12.9918,13.3996,0.4079
Si2IrPd2,15.4434,15.3477,-0.0957
TeAs2Os,26.8074,27.9148,1.1074
GdMgCdBi,26.1448,27.9406,1.7958
Sr2GaGeO6,3.7332,4.5833,0.8501
CaZrCuS3,40.791,30.5266,-10.2644
TeAs2Os,26.4197,27.9148,1.4951
MgCo,-0.0,0.734,0.734
TeAs2Os,26.1275,27.9148,1.7873
Mg12Cd6Bi,10.4793,11.0818,0.6025
CsAlTc3,65.1805,53.3571,-11.8234
Cu2AgRu,16.1536,16.0168,-0.1368
TlRhPb,51.3668,47.5423,-3.8245
Pr3TmNi8,12.5967,11.8143,-0.7824
Al2TcBr,29.9854,26.0983,-3.8872
In(CuSb)2,21.2146,20.0006,-1.2141
Th3AgAu3,52.5532,53.6593,1.1061
NpTl2IrO6,20.6537,22.7322,2.0786
LaPm2ErAs4,19.8369,20.4266,0.5897
KB3Cl,5.9797,5.9869,0.0072
CuAg2Ru,22.4036,19.9926,-2.4109
Zr2CuBi,64.4634,58.1398,-6.3236
SrTlAg2,29.3332,27.515,-1.8182
LiCa2BePb,19.1373,16.894,-2.2433
Ag(BiSb)2,42.7755,39.1373,-3.6382
ZrCu2Bi,41.5738,39.0786,-2.4952
LiBePb,3.9672,19.7853,15.8181
ZrCuReBi,50.2963,48.6771,-1.6192
La2Co3Ge5,10.1803,9.8106,-0.3697
PmZrCuOs,42.8521,42.0648,-0.7873
Ca2BePb,23.2743,20.7622,-2.5121
BaY3,35.3171,32.2764,-3.0406
CaBe2Pb,24.1795,20.9059,-3.2736
Li2BePb,14.4151,14.8341,0.419
ScCo2BRh,18.386,16.2289,-2.1572
PbCl3,15.8848,16.7468,0.8621
BaY,52.8951,0.0,-52.8951
Pr2ScTi,0.5972,3.8763,3.2791
NaIrPb3,46.4637,46.2024,-0.2613
BaY3,35.299,32.2764,-3.0225
Cs2MgP2,8.98,9.3758,0.3958
Ag2BiSb2,41.644,36.4277,-5.2163
Rb2CuBi,16.6171,16.7998,0.1828
TlTe2Pt,56.1319,48.3747,-7.7572
RbCuSe,14.7886,13.1448,-1.6438
ErTl2Cu,34.3802,36.1276,1.7475
Li2EuEr,14.8027,16.4923,1.6896
Tm3Al3Si2Ni,23.4819,22.323,-1.159
CsNaCr2O6,2.2729,1.4697,-0.8032
Zr2CuPtN,57.8663,49.3193,-8.547
Cd2SnBi2,31.2084,32.9532,1.7448
Ho2ThHg6,13.0935,14.7312,1.6377
TlRhPb2,51.3125,50.0492,-1.2633
YSc2Tl,18.5953,21.3268,2.7315
CsTbF5,0.0,0.0,0.0
SrTl(SO3)2,12.2013,10.7633,-1.438
LiHfNb,74.404,57.4631,-16.9409
LiBeIr,15.735,17.2839,1.5489
Dy2NiGe,21.4987,21.2606,-0.2381
CsZrC3,62.6945,46.5828,-16.1117
SrAc2TlO5,14.7251,15.2915,0.5664
CaAgOs,26.6207,27.2665,0.6459
LaNdGd2,33.7578,32.669,-1.0888
SiTcIr,50.2068,44.8729,-5.3339
Tb2Ce(AlGa)2,14.0462,16.7731,2.727
Ba(PuI3)2,24.4596,25.29,0.8304
Be2TcW,38.7041,34.3878,-4.3162
AgHg(SO3)2,13.8641,12.4671,-1.397
CaInBr,11.7765,12.992,1.2154
CsZr(CuS2)2,44.6205,34.872,-9.7484
Cs3Pm3SbO8,15.2642,15.5157,0.2515
Pu2Tl2Pd5,36.8362,37.9026,1.0664
SrTaGa2Pb,41.42,36.0963,-5.3237
CsOsI2,28.9235,29.6464,0.7229
RbTl(RuO3)2,13.8832,14.0313,0.1481
AcPmPt,58.9501,53.0011,-5.949
Cs2AcI6,26.5841,27.6911,1.107
CeY2Cu9,13.1135,11.9199,-1.1935
GdGaSi2,16.6011,15.2727,-1.3284
SrCe(SiO3)2,2.8946,0.6706,-2.224
AcTl(SiO3)2,5.184,6.6465,1.4624
ZrAlP,56.1786,42.2177,-13.9608
RbV(SiO3)2,7.1367,4.8662,-2.2704
TbY2Th,23.9045,29.153,5.2485
AcTbSmPu,47.3072,49.7087,2.4015
RbErCuTe2,19.7848,20.7926,1.0078
InReGe3,28.739,25.4125,-3.3265
Rh2PbSe,49.8688,40.553,-9.3158
AsIr2I,24.9839,28.3082,3.3242
La2AlHg,23.0752,19.0775,-3.9977
TiCoSiIr,33.3879,30.9599,-2.4279
Zn5(GeH)2,6.5094,7.3581,0.8487
CaMnTc3,79.4522,64.1971,-15.2551
NbPdPb2,60.6562,56.2982,-4.3579
SrUIr4,45.2803,45.7232,0.4429
Ac3Pr2NdTe6,36.9923,36.5767,-0.4156
Zr2CoCuCl,55.9358,45.3998,-10.536
ZrTa2(TeSe2)2,49.14,44.0507,-5.0893
Ca2MnTc,46.6512,39.6284,-7.0227
Er2TiGaO6,11.6937,11.547,-0.1467
RbBa3Li,2.3492,2.1121,-0.2371
CaMnTc2,72.911,60.3507,-12.5603
CaMnTc2,72.9789,60.3507,-12.6281
SiTc2Ir,60.6691,53.5087,-7.1604
Ce4In12Pd,20.4857,21.3423,0.8566
Sm2CuSnSe5,39.2757,33.4969,-5.7789
V2AgHgO6,22.4249,16.1663,-6.2586
RbPt,34.9055,25.1977,-9.7078
CsHg3Pd,6.6594,8.1241,1.4647
CsGaSe2,28.0931,24.8373,-3.2558
LiScRh2C,32.7956,23.5685,-9.2271
Mg2ScCrRh,20.25,15.3727,-4.8773
Pm2PrI6,19.0254,19.6869,0.6615
KHfS2,59.6766,42.1862,-17.4904
TaIn2GaSe,43.9978,36.5458,-7.452
Pr(PuI3)2,29.6714,30.9949,1.3236
PdSe3,36.7322,30.3183,-6.4139
LaAu,34.911,32.8691,-2.0419
Na(NiIr)2,19.0583,23.4889,4.4306
Lu3Pb,38.0829,40.4241,2.3413
CaIr2Br,33.4696,30.4917,-2.9779
TmZn2CrH8,5.0935,5.4295,0.3361
PrLuAl,10.9732,13.5681,2.5949
Ca2NiB2Rh5,30.0304,24.4482,-5.5822
YGaCu2,8.7907,6.3383,-2.4524
TbPr(NdTm)2,17.555,19.8552,2.3001
SrCrRePb2,41.5995,36.365,-5.2345
ScNiIrRh,33.8732,25.4903,-8.3828
K6RbCd2O,9.5322,9.2444,-0.2878
Sr6As2PCl,14.7725,13.4101,-1.3624
Na6Cd2AgO,21.4776,18.8347,-2.6428
K6Rb2PbO,10.5868,10.6684,0.0816
K2Rb6TlO,8.4542,8.0699,-0.3843
K2Rb6NaO,5.4153,5.3718,-0.0435
K6Na2TlO,16.9906,15.4945,-1.4961
Hf3CdBi,102.2572,75.8714,-26.3858
ZrCu2W,37.7931,36.4387,-1.3543
EuNiSnWO6,29.784,25.6701,-4.1139
SmRhAu2,41.5654,39.7087,-1.8567
Sm3Cd2Au7,36.6113,37.8135,1.2022
Th2AlSi4Pt3,49.3433,39.4493,-9.894
Zr4Ni3C5,59.2534,45.5465,-13.7069
ZrNiC3,58.6616,43.1731,-15.4885
Sr7(TlAu)2,26.0334,27.107,1.0736
TaHg2Se,17.8099,19.1471,1.3372
ErPa3Ge4,33.0274,35.5288,2.5014
NbAsSe3,71.7454,58.7658,-12.9796
SrCrAu3,35.2934,33.4061,-1.8873
RbLi2La,14.4146,11.4521,-2.9624
Sr(LiPd)3,6.2956,7.2807,0.9851
Be2ReSb,21.7048,22.1035,0.3988
Ba2LiPt,24.0932,18.3481,-5.7451
BaAg5Au3,33.0835,29.8013,-3.2822
BeReSb2,33.2033,31.2575,-1.9458
Tl5Ag3Pb,44.6309,42.6698,-1.961
Ba6Ag2PdAu,9.4613,9.2233,-0.238
Cs2NbTe4,50.7024,45.053,-5.6494
Ti2Rh2Pb,24.3215,22.5597,-1.7618
Ac5Pt2RhO,53.7726,49.213,-4.5596
NdSmAu4,39.0257,41.1131,2.0874
Ac5PtPb2O,51.0212,51.0239,0.0027
BeRe4Sb,34.9431,36.3902,1.4471
YGaCu,26.3765,21.5815,-4.795
Er2In8Cu,20.1214,21.1985,1.0771
Co(CuPb)2,33.8954,30.9152,-2.9802
Cs2Tl6BiPd,39.9268,40.7415,0.8147
Cs2Tl6HgPd,34.868,35.6983,0.8303
CaTmAgPt,38.4316,32.3545,-6.0772
TlSb2W,45.3037,43.5948,-1.7089
BaCdCo,12.0349,10.767,-1.2679
LaSiNi2,19.4477,16.0667,-3.381
AcIn3Pt,42.1548,38.6152,-3.5396
Fe2CuOs,40.3456,32.1353,-8.2103
YbMnSe4,53.7984,43.3451,-10.4534
SmGa5Au7,30.3381,31.5344,1.1962
TlSbW2,44.2043,44.9403,0.736
Sr6As2PSe,19.456,19.2399,-0.2161
YScCO,91.5958,77.6959,-13.8999
TlSbW,46.4625,45.5011,-0.9614
KBRu3,15.9308,16.3725,0.4417
Ba2CdCo,9.1334,8.3653,-0.7682
InTeOs2,37.0779,39.0643,1.9864
Ce5BiC3,39.8682,33.3216,-6.5466
RbTaGe,3.0001,6.1425,3.1424
C7Br,58.9666,39.2057,-19.7609
Ba2AlGe,12.8916,11.0083,-1.8833
Co3ClF,8.2277,8.0396,-0.1881
BaCa2Te,12.3509,12.8845,0.5335
Ba3AlGe,10.7675,8.6438,-2.1237
SiNi2Mo,27.8558,25.1262,-2.7295
K2LiLaCl6,5.6166,5.9244,0.3078
NdDyTm5Th2,32.9888,35.7469,2.7581
TlAsPt2,59.8975,48.8573,-11.0402
ZrTiCr2,34.4066,32.0972,-2.3093
Ba2GePPd6,8.8826,9.9119,1.0293
TlAs2Pt,40.1646,35.184,-4.9806
Co2CuPb,36.2019,30.2727,-5.9292
TlAs3Pt,34.5636,29.7247,-4.8389
Co2Cu2Pb,36.4017,29.9243,-6.4774
CaTbPmDy,21.0973,23.8298,2.7326
MgCdAgBi,26.9276,26.2966,-0.6309
Y7Pb,18.5873,20.04,1.4527
CoCuPb,43.249,37.0721,-6.177
Np(AlZn)3,12.2822,14.3699,2.0877
In5Rh,24.6548,23.9133,-0.7415
Pu4Pd12Pt,34.2689,34.5275,0.2586
CoCuPb2,41.8677,38.2403,-3.6275
Ac4In12Pd,29.7853,31.061,1.2756
TaBe3Br,18.1246,15.2208,-2.9038
Ca2TeIr,30.9474,26.6335,-4.3138
Pu2CuGeS5,40.9652,33.6406,-7.3246
CaAgSb2,32.793,27.0691,-5.7239
AcPm2Sm6Er,24.9476,26.96,2.0123
Pm2HoEr6Tm,24.1117,26.331,2.2193
Pm2HoErTm6,24.8039,27.0008,2.1969
RbN,0.0,0.0,0.0
Al2CoNi2,13.8887,13.1458,-0.743
TaBe2Br,18.2362,17.3039,-0.9323
HgIrCl4,11.3231,11.7184,0.3954
Rb2CdAgI6,18.4667,17.9896,-0.477
ZnIrOs,36.8149,35.0741,-1.7408
K(PuSi)2,29.4567,27.9527,-1.504
TaBeBr,20.6767,20.4694,-0.2072
RePb3W,48.9015,50.3117,1.4102
Mn2Sn2Au,51.9858,45.5972,-6.3886
Ca2ReW,22.9505,26.2603,3.3098
Rb2CdIn6Sn,14.0242,14.5849,0.5607
Rb2Tl6CdPb,35.9937,36.2319,0.2382
Ca2LaTe,25.5519,22.6805,-2.8714
AcSm(CuSi)2,22.892,21.9151,-0.9769
Rb2Tl6CdSn,32.7627,32.956,0.1932
CaReW2,30.963,35.6449,4.6819
Rb2Tl6CdBi,36.1391,36.4163,0.2772
Rb2BaPbI6,15.1125,16.4975,1.385
CaCr2Ag,23.2363,18.7677,-4.4686
Y3GaCu2,22.3476,17.3899,-4.9577
Ac2InPt9,78.931,60.1926,-18.7384
MnSnAu2,53.6618,49.9558,-3.7059
K2Cr2Pt,22.1602,15.9172,-6.243
ZrTaRu,50.3679,49.0308,-1.337
SmMg2(ZnGe)2,9.6028,10.588,0.9852
Sm2Ga3Cu4Si,13.6157,12.1382,-1.4775
Ho6TmIn2,26.4797,28.649,2.1693
RbTiSb2,24.4714,22.2466,-2.2248
Rb2SmInI6,17.4092,18.4249,1.0157
K2CuTe,15.5386,15.7845,0.2459
TlReIr,45.3365,48.7514,3.4149
TlRe2Ir,43.9682,48.2893,4.3211
Rb2Tl6BiSb,38.4016,38.0601,-0.3416
Rb2SnAuI6,17.6409,18.5042,0.8633
Rb2SnPbI6,17.721,18.8376,1.1166
PrSm2Sb,21.9934,22.1469,0.1535
Hf2Sn2Os,66.1837,52.1748,-14.0089
Tl2ReIr,47.2538,49.464,2.2102
Rb2BaSnI6,11.9875,13.3661,1.3786
Ba7Mn,12.7167,10.5672,-2.1494
Tb5Y3Th,21.839,24.6139,2.7749
Al3ZnAg3,15.8254,13.771,-2.0545
Er3Al3Zn,10.3965,14.0293,3.6329
Ba2PmTaS6,32.4393,25.1492,-7.2901
Ba2PmPaS6,35.0611,28.7185,-6.3426
RbEr(AuI3)2,25.5804,26.2813,0.7009
Ac2In8Pt,33.878,32.5355,-1.3424
Cs6RbHgAu2,22.5562,22.9529,0.3967
SrYGa3,12.3917,12.0706,-0.3211
Ca2UPaS6,47.1804,38.1751,-9.0053
RbPa(HgI3)2,16.9456,18.9383,1.9926
Bi6PtRhAu2,51.5615,49.175,-2.3864
LiAu,14.8449,17.1039,2.259
PrAlS,13.4032,10.88,-2.5232
SrY3Ga,16.1015,14.9585,-1.143
Sr3CaBr,13.9589,12.1012,-1.8577
BaAg(SnS3)2,36.4019,26.8481,-9.5539
AcAg(SnS3)2,42.4053,33.0601,-9.3453
Ac2AgSnS6,45.8696,37.3761,-8.4935
LiTl,19.009,21.6914,2.6824
Sm4GaAu3,30.5525,32.3446,1.7921
In2TcSe,45.7113,39.6693,-6.042
Ta2SeO2,16.5271,17.0806,0.5535
Ag2Sb2Au,36.803,32.0576,-4.7454
SmRhAu,39.9071,32.1855,-7.7216
SrYGa,10.5494,11.7085,1.1591
GaTeF3,24.9275,22.1867,-2.7408
PrSmHo3,17.0188,21.2524,4.2336
CaPaSn2,28.2436,30.9495,2.7058
Ac4InPt2,59.2339,54.1138,-5.1202
SrYGa6,10.417,10.508,0.091
Sm4PtAu,33.6276,31.6439,-1.9836
Rb(Sb3Os)4,41.5644,37.2113,-4.3531
Na2CdRu2,21.1038,20.5065,-0.5974
Np4Rh12Au,53.7139,43.8948,-9.8192
SbPb,45.0024,43.49,-1.5123
Sn(BiSe)2,41.4947,38.5872,-2.9074
Pd2RuAu,20.2314,24.7524,4.521
Mn2Al,44.7046,37.4876,-7.217
Ba2Tl6CdRh,34.3341,34.108,-0.2261
Tc2AsRu,55.5592,46.526,-9.0333
Sn2BiSe,32.3264,31.7466,-0.5798
La6In2OsRh,43.6817,34.2442,-9.4375
CaSmCuSi,17.6156,16.4146,-1.201
Sr4LiY3S8,34.0388,24.8208,-9.2181
U4IrRh12,52.9627,43.6841,-9.2786
Ac2YPu,53.9321,55.4222,1.4901
Tl5InAg3,40.9957,38.9821,-2.0136
AgPb2W,77.7232,65.118,-12.6052
TiAlSb2,20.7093,19.4885,-1.2207
TbY2Th5,41.3611,44.4777,3.1167
LiCaTmPt,30.9077,26.5937,-4.3141
ScVNi,39.7714,34.1464,-5.625
Tb7SmMg2,22.2087,23.5128,1.3042
Ti3FePb,17.392,17.2509,-0.1411
SrW3Br,36.9964,32.9244,-4.0721
NiMoAs2,27.7907,25.374,-2.4167
PmSmCuSi,18.3929,18.6846,0.2917
Te2PdRu,29.6295,30.6624,1.0329
BaZrN2,15.8441,15.9575,0.1134
ZrTiCuRu,33.9109,30.5024,-3.4085
NaCaS3,39.6597,29.1881,-10.4716
Y2AgHg2,22.4761,18.635,-3.8411
CuSi4Se,20.3662,14.038,-6.3281
U4PtRh12,55.6568,44.2273,-11.4295
La6IrRuAu2,41.534,32.8742,-8.6598
Np4PdRh12,51.9662,42.0084,-9.9578
CoNiAs4,22.0274,14.1453,-7.8822
YBeW,34.5975,23.587,-11.0105
PmU(AgS3)2,43.3057,34.5589,-8.7468
PmZrCu4,24.9852,24.0464,-0.9388
MnAl2Au,38.1369,34.6449,-3.492
Pb3Au2,46.9334,48.8814,1.948
Sr2YMg2,8.7024,8.9447,0.2423
PrH2Br3,2.0943,4.5455,2.4511
Ac6PrIn2,46.7214,48.3939,1.6725
SmCu2Si,8.9621,9.6489,0.6868
InCoSn,6.6672,10.5055,3.8384
CrSn2Ru,16.7858,18.5982,1.8124
Cd4RuPb,24.6564,25.9752,1.3187
In2SbAu6,40.8686,40.9592,0.0906
ScVSn2,46.1061,38.1722,-7.934
BeZn3Si,17.1201,14.3644,-2.7558
YBeW2,28.1659,23.3652,-4.8006
Ba2Zr2N,33.9194,28.996,-4.9234
Cd4SbRu,23.38,23.5219,0.1419
Y2BeAg,18.3071,15.6443,-2.6628
Rb2LiPbCl6,8.4547,9.224,0.7693
Zr3In3Cu2Tc,50.9785,45.1611,-5.8174
AsIrRu2,28.3165,24.8848,-3.4317
GdTiSi3,6.8639,5.6293,-1.2346
Ca2Ni2Sb,15.1288,11.6086,-3.5202
As2IrRu,25.029,22.4219,-2.6071
TaHgRu,17.7889,21.1703,3.3814
YBeW2,35.9651,23.3652,-12.5998
K(Tl4Pd)2,41.2877,41.954,0.6663
SrCe2PmN4,2.3331,6.5534,4.2203
SrCe2PrN4,2.3165,4.4006,2.0841
BaLiIr2,24.0916,25.9271,1.8355
Sm8Al2Au,22.7822,24.2003,1.4181
Ac2AgRhO5,15.2688,15.1021,-0.1666
NiAs2Os,26.8852,24.9066,-1.9786
Ca2IrW,31.0072,28.6811,-2.3261
LiPrBi2,25.6495,27.3841,1.7345
Ni2BiPb,25.9549,29.6866,3.7317
TeRh2Cl,36.2678,28.6414,-7.6263
Rb2Y2USe6,33.8058,28.8788,-4.9271
BaAlZn2,13.8601,11.4589,-2.4012
Y2BeAg,18.1825,15.6443,-2.5382
PrNd3O,17.1692,16.3462,-0.823
NiAs2Os,26.7699,24.9066,-1.8633
TlRh2Cl,38.515,31.6667,-6.8483
TlRh2Cl,38.8061,31.6667,-7.1394
Ba(AlZn)2,9.3759,8.76,-0.6158
Ba2AlZn,11.8478,9.5497,-2.2981
Zr2VCu2,61.0068,51.581,-9.4258
Sc(GePd)2,15.5175,13.9244,-1.5931
CdCoOs,23.1626,26.5508,3.3882
ErZn2Rh,23.0182,21.1235,-1.8946
Se5Cl,41.4815,32.7723,-8.7092
Sm3AuI7,24.579,26.5414,1.9624
Ba2AlZn3,8.2691,7.4641,-0.8051
YTlHg4,16.6635,15.4207,-1.2428
Pm2MnCrS6,41.8921,32.1193,-9.7729
ZrAl2Sb,37.1705,32.771,-4.3995
Cs2UWS6,42.4565,33.8478,-8.6087
LuZrInCu,39.441,37.7246,-1.7164
SrOsBr2,17.7842,17.83,0.0457
YTa3B,65.3456,59.335,-6.0106
Ba2PtRhO5,8.5842,6.1886,-2.3956
Ac4Cu2Pt,51.3796,48.695,-2.6845
Ac3(SbPt)4,65.487,54.1692,-11.3179
AcGa(CuPt2)2,55.8173,43.8573,-11.96
Y2CoPb,40.6633,37.9229,-2.7405
K2CrOs,20.1731,19.4819,-0.6912
SrNbBi2O,52.8647,47.5858,-5.279
PaIn(PbS3)2,52.591,43.485,-9.106
Tl6In2Sn,40.6109,41.5184,0.9075
Nb4Si2N,84.907,67.1245,-17.7825
RbGa(SnS3)2,34.5817,25.8248,-8.7569
PrInAs,2.6411,6.1984,3.5572
BeTl2Pb,36.3749,38.9652,2.5903
Rb3Y(USe3)2,35.8004,31.8085,-3.9919
In2HgGeS6,34.737,26.8753,-7.8617
SrZr2CuO,44.6279,37.64,-6.988
Y3Te4,28.6256,27.7702,-0.8554
YRe2W,43.1236,38.3419,-4.7817
BaSb(TeS3)2,46.5863,35.8238,-10.7624
RbIn2GeS6,35.2629,25.974,-9.2889
Tc2As2P,41.9459,35.4905,-6.4554
Na2YThTe4,36.001,34.8635,-1.1375
Pm2SmYSe4,33.3518,29.8626,-3.4892
NiBiSb2,42.834,37.4682,-5.3659
SiNi2Sb,22.8483,17.721,-5.1274
Th2Si3PdPt12,70.1247,52.2898,-17.8349
Y2Mn2Re,44.8565,39.8538,-5.0027
YMnRe2,48.7921,48.6353,-0.1568
FeCo,1.471,2.4542,0.9832
Ce2PaPdS6,46.341,37.5507,-8.7903
Zr2CuPt,72.9238,59.8101,-13.1137
SmAgRhAu,37.6947,33.9093,-3.7854
Ac(HoIn3)2,26.319,28.2003,1.8813
NaTbBi2,39.6211,40.403,0.782
B3WN3,0.0,1.1691,1.1691
Sm3(AgAu3)2,37.8446,37.9041,0.0596
Zr2MoAs,55.3732,49.5895,-5.7837
NpV4Sb,105.2964,84.6051,-20.6914
Ca2PtW,34.907,30.3581,-4.5489
Sm4AgAu3,33.4757,34.2351,0.7594
NdU(TlS3)2,47.072,39.7134,-7.3586
TiBiPd2Ru,22.801,24.4985,1.6975
La(TbIn3)2,24.4441,24.5374,0.0933
Hg(Sb3Rh)4,42.8334,34.4989,-8.3345
LiMgCdBi,18.9697,20.2938,1.3241
KTlRu2,25.0946,26.1846,1.09
Tb2PrSm2Mg,13.2686,16.1463,2.8777
Ti3RuSe6,31.0795,26.1763,-4.9033
V2CuSi2,52.4196,39.8855,-12.5341
CaYCu2,23.0861,17.3645,-5.7216
Ac(PrIn3)2,18.8805,20.6182,1.7377
RbAlGe,14.9965,12.412,-2.5845
Na3InCo,20.9084,18.4032,-2.5052
CaY3Pb,24.0185,23.0504,-0.9681
PmPa(PbS3)2,52.5595,44.5218,-8.0377
CrRe2Sn,19.4447,24.2797,4.835
Cr2ReSn,12.3568,16.066,3.7092
Hf5AgBi3,101.4954,77.7407,-23.7547
Cs2NaMoBr6,14.5297,15.3228,0.793
Tl3MoAs,36.7138,37.0332,0.3194
CeU2CrN5,12.0054,13.7887,1.7833
Ca4YPb15,41.8151,41.9607,0.1456
TaBi3Ir,50.105,51.161,1.056
Ac2U3CuPt12,78.0807,61.946,-16.1347
TaBiIr,45.0634,48.9712,3.9079
Rb2SmUS6,36.8916,29.4029,-7.4886
TlInTc2,64.8293,57.3765,-7.4528
Tl2InTc,54.366,50.8834,-3.4826
YReC3,63.5894,49.0723,-14.517
Cu2RuAu,20.1184,21.8047,1.6862
U2InAu6,48.8431,49.9063,1.0632
Sr3TlGe,20.5247,21.3369,0.8123
Cu3RuAu,18.6397,19.3258,0.686
Ba2PtF,22.9824,18.003,-4.9794
CePrAgOs,23.2543,24.4892,1.2349
BaPm2RhO5,1.8543,3.4354,1.581
FeTcP2,40.697,36.0993,-4.5977
Ca2TeRhBr,21.8003,19.1529,-2.6474
Er6Tm2In,24.2651,26.9442,2.6791
Y(MnAu)2,61.5371,54.6457,-6.8914
K3SiRu,17.3932,13.1063,-4.2869
TbNd(ErTm)2,24.538,28.0304,3.4924
Ba2HfScS6,44.7967,32.2962,-12.5005
Np(CoP)2,29.2311,25.1025,-4.1286
ZrTlMo3,40.9077,38.7547,-2.1531
Ac2InSi3Au4,37.6794,36.7867,-0.8927
Ac2Si2SbAu6,43.949,43.0056,-0.9434
AlBiBr2,20.0139,21.2117,1.1978
TlMo,3.8987,12.6993,8.8007
AcYMgAu,32.7185,34.208,1.4895
BiP2Ru,13.5798,17.4308,3.8509
HfBi2Rh,75.6008,62.6235,-12.9773
CsLiPS2,32.8454,25.1417,-7.7037
Pm8Co3CBr3,24.9744,22.1899,-2.7845
Pr12Sm6Ho,6.4899,7.3786,0.8887
TbPmNd3Ho,20.9278,23.4586,2.5308
Nd4PS2N,33.2836,28.7566,-4.527
ZrTl,58.1586,57.1584,-1.0003
ZrTl3,58.9521,57.8326,-1.1195
CsAc2PbO4,17.8394,20.3246,2.4851
Sr2TiAgO5,1.0805,2.2127,1.1321
ThTi(SiPt)2,45.5947,36.4696,-9.125
Mg5Ru4,9.6861,11.2453,1.5593
Ba2YIn,33.1365,29.7736,-3.3628
MgZrTl,50.8176,46.6758,-4.1418
NaTiPS2,35.578,28.7753,-6.8027
MgTlMo2,21.939,24.1801,2.2411
NaScPS2,47.343,33.8501,-13.4929
Zr2Mo3,38.93,37.886,-1.044
ZrMo2O,38.3735,36.2835,-2.09
Zr2Tl3,65.0022,61.5976,-3.4046
Ni2OsSe6,38.0002,32.0276,-5.9725
Na2TbFeO4,14.5554,13.7238,-0.8317
SmY5HoEr2,14.8192,16.9657,2.1465
Zr2Mo,70.8108,62.6381,-8.1727
Ac2SiSn3Au4,39.8447,39.4702,-0.3745
Zr(MoO4)2,22.7102,19.375,-3.3352
